Date, Country_code, Country, WHO_region,Temperature (° F)(MIN),Temperature (° F)(AVG),Temperature (° F)(Max), New_cases, Cumulative_cases, New_deaths, Cumulative_deaths
1/3/2020,RU,Russian Federation,EURO,36,34.1,30,0,0,0,0
1/4/2020,RU,Russian Federation,EURO,32,30,28,0,0,0,0
1/5/2020,RU,Russian Federation,EURO,34,31.9,30,0,0,0,0
1/6/2020,RU,Russian Federation,EURO,30,29.5,28,0,0,0,0
1/7/2020,RU,Russian Federation,EURO,30,28.8,27,0,0,0,0
1/8/2020,RU,Russian Federation,EURO,34,32.4,30,0,0,0,0
1/9/2020,RU,Russian Federation,EURO,36,32.9,30,0,0,0,0
1/10/2020,RU,Russian Federation,EURO,34,33.6,32,0,0,0,0
1/11/2020,RU,Russian Federation,EURO,32,30.3,23,0,0,0,0
1/12/2020,RU,Russian Federation,EURO,32,26.3,19,0,0,0,0
1/13/2020,RU,Russian Federation,EURO,36,34.5,32,0,0,0,0
1/14/2020,RU,Russian Federation,EURO,34,32.2,30,0,0,0,0
1/15/2020,RU,Russian Federation,EURO,37,34.8,32,0,0,0,0
1/16/2020,RU,Russian Federation,EURO,37,36.9,36,0,0,0,0
1/17/2020,RU,Russian Federation,EURO,39,37.1,36,0,0,0,0
1/18/2020,RU,Russian Federation,EURO,37,33.7,28,0,0,0,0
1/19/2020,RU,Russian Federation,EURO,34,31.3,28,0,0,0,0
1/20/2020,RU,Russian Federation,EURO,37,35.3,34,0,0,0,0
1/21/2020,RU,Russian Federation,EURO,39,35.8,32,0,0,0,0
1/22/2020,RU,Russian Federation,EURO,37,32.3,28,0,0,0,0
1/23/2020,RU,Russian Federation,EURO,28,24.1,19,0,0,0,0
1/24/2020,RU,Russian Federation,EURO,34,28.1,19,0,0,0,0
1/25/2020,RU,Russian Federation,EURO,36,33.2,30,0,0,0,0
1/26/2020,RU,Russian Federation,EURO,34,29.7,28,0,0,0,0
1/27/2020,RU,Russian Federation,EURO,36,30.2,23,0,0,0,0
1/28/2020,RU,Russian Federation,EURO,27,22.9,19,0,0,0,0
1/29/2020,RU,Russian Federation,EURO,34,31.7,27,0,0,0,0
1/30/2020,RU,Russian Federation,EURO,32,30.4,28,0,0,0,0
1/31/2020,RU,Russian Federation,EURO,34,31.9,30,2,2,0,0
2/1/2020,RU,Russian Federation,EURO,36,31,30,0,2,0,0
2/2/2020,RU,Russian Federation,EURO,36,32.8,28,0,2,0,0
2/3/2020,RU,Russian Federation,EURO,37,34.8,32,0,2,0,0
2/4/2020,RU,Russian Federation,EURO,30,28.2,25,0,2,0,0
2/5/2020,RU,Russian Federation,EURO,25,22.5,16,0,2,0,0
2/6/2020,RU,Russian Federation,EURO,28,21.7,14,0,2,0,0
2/7/2020,RU,Russian Federation,EURO,16,14.8,12,0,2,0,0
2/8/2020,RU,Russian Federation,EURO,21,12.4,3,0,2,0,0
2/9/2020,RU,Russian Federation,EURO,30,24.7,16,0,2,0,0
2/10/2020,RU,Russian Federation,EURO,37,31,28,0,2,0,0
2/11/2020,RU,Russian Federation,EURO,34,31.3,28,0,2,0,0
2/12/2020,RU,Russian Federation,EURO,36,32.9,28,0,2,0,0
2/13/2020,RU,Russian Federation,EURO,30,28.7,27,0,2,0,0
2/14/2020,RU,Russian Federation,EURO,36,31.8,28,0,2,0,0
2/15/2020,RU,Russian Federation,EURO,36,30.1,25,0,2,0,0
2/16/2020,RU,Russian Federation,EURO,36,32.3,30,0,2,0,0
2/17/2020,RU,Russian Federation,EURO,41,38.4,34,0,2,0,0
2/18/2020,RU,Russian Federation,EURO,43,39.8,37,0,2,0,0
2/19/2020,RU,Russian Federation,EURO,41,37.4,36,0,2,0,0
2/20/2020,RU,Russian Federation,EURO,45,38.7,36,0,2,0,0
2/21/2020,RU,Russian Federation,EURO,46,37.6,30,0,2,0,0
2/22/2020,RU,Russian Federation,EURO,45,37.3,32,0,2,0,0
2/23/2020,RU,Russian Federation,EURO,37,34.1,32,0,2,0,0
2/24/2020,RU,Russian Federation,EURO,39,35.7,32,0,2,0,0
2/25/2020,RU,Russian Federation,EURO,37,31,27,0,2,0,0
2/26/2020,RU,Russian Federation,EURO,36,31.1,25,0,2,0,0
2/27/2020,RU,Russian Federation,EURO,37,34.6,32,0,2,0,0
2/28/2020,RU,Russian Federation,EURO,37,33.5,30,0,2,0,0
2/29/2020,RU,Russian Federation,EURO,34,30.1,27,0,2,0,0
3/1/2020,RU,Russian Federation,EURO,41,33.9,25,0,2,0,0
3/2/2020,RU,Russian Federation,EURO,41,37.5,36,0,2,0,0
3/3/2020,RU,Russian Federation,EURO,41,38.3,36,1,3,0,0
3/4/2020,RU,Russian Federation,EURO,43,38.9,37,0,3,0,0
3/5/2020,RU,Russian Federation,EURO,46,40.1,36,0,3,0,0
3/6/2020,RU,Russian Federation,EURO,43,41,39,1,4,0,0
3/7/2020,RU,Russian Federation,EURO,54,45.4,41,0,4,0,0
3/8/2020,RU,Russian Federation,EURO,46,43,37,3,7,0,0
3/9/2020,RU,Russian Federation,EURO,,,,0,7,0,0
3/10/2020,RU,Russian Federation,EURO,46,43.6,39,0,7,0,0
3/11/2020,RU,Russian Federation,EURO,46,43,41,0,7,0,0
3/12/2020,RU,Russian Federation,EURO,48,42.5,39,13,20,0,0
3/13/2020,RU,Russian Federation,EURO,,,,14,34,0,0
3/14/2020,RU,Russian Federation,EURO,46,36.6,23,0,34,0,0
3/15/2020,RU,Russian Federation,EURO,28,23.6,19,0,34,0,0
3/16/2020,RU,Russian Federation,EURO,41,29.6,16,0,34,0,0
3/17/2020,RU,Russian Federation,EURO,48,38.9,32,59,93,0,0
3/18/2020,RU,Russian Federation,EURO,,,,0,93,0,0
3/19/2020,RU,Russian Federation,EURO,50,45.9,37,54,147,0,0
3/20/2020,RU,Russian Federation,EURO,,,,52,199,0,0
3/21/2020,RU,Russian Federation,EURO,34,29.8,27,54,253,0,0
3/22/2020,RU,Russian Federation,EURO,30,26.3,21,53,306,0,0
3/23/2020,RU,Russian Federation,EURO,34,27.6,21,132,438,0,0
3/24/2020,RU,Russian Federation,EURO,39,30.3,23,57,495,0,0
3/25/2020,RU,Russian Federation,EURO,54,37.8,25,163,658,0,0
3/26/2020,RU,Russian Federation,EURO,59,44.8,32,182,840,2,2
3/27/2020,RU,Russian Federation,EURO,61,45.4,32,196,1036,1,3
3/28/2020,RU,Russian Federation,EURO,43,42,41,228,1264,1,4
3/29/2020,RU,Russian Federation,EURO,61,50.6,39,270,1534,4,8
3/30/2020,RU,Russian Federation,EURO,43,42,41,303,1837,1,9
3/31/2020,RU,Russian Federation,EURO,30,26,25,500,2337,8,17
4/1/2020,RU,Russian Federation,EURO,,,,440,2777,7,24
4/2/2020,RU,Russian Federation,EURO,,,,0,2777,0,24
4/3/2020,RU,Russian Federation,EURO,52,43.4,37,771,3548,6,30
4/4/2020,RU,Russian Federation,EURO,45,44,43,601,4149,4,34
4/5/2020,RU,Russian Federation,EURO,,,,582,4731,9,43
4/6/2020,RU,Russian Federation,EURO,39,33.2,27,658,5389,2,45
4/7/2020,RU,Russian Federation,EURO,52,37.1,23,954,6343,2,47
4/8/2020,RU,Russian Federation,EURO,54,46.5,39,1154,7497,11,58
4/9/2020,RU,Russian Federation,EURO,61,47.9,30,2634,10131,18,76
4/10/2020,RU,Russian Federation,EURO,54,53,52,1786,11917,18,94
4/11/2020,RU,Russian Federation,EURO,43,34.8,27,1667,13584,12,106
4/12/2020,RU,Russian Federation,EURO,32,31,30,2186,15770,24,130
4/13/2020,RU,Russian Federation,EURO,61,48.1,37,2558,18328,18,148
4/14/2020,RU,Russian Federation,EURO,54,45.2,37,2774,21102,22,170
4/15/2020,RU,Russian Federation,EURO,43,36.7,34,3388,24490,28,198
4/16/2020,RU,Russian Federation,EURO,43,37.6,34,3448,27938,34,232
4/17/2020,RU,Russian Federation,EURO,45,37.7,34,4070,32008,41,273
4/18/2020,RU,Russian Federation,EURO,43,35.4,28,4785,36793,40,313
4/19/2020,RU,Russian Federation,EURO,43,37.8,34,6060,42853,48,361
4/20/2020,RU,Russian Federation,EURO,46,38.6,32,4268,47121,44,405
4/21/2020,RU,Russian Federation,EURO,50,41.5,32,5642,52763,51,456
4/22/2020,RU,Russian Federation,EURO,45,41.9,36,5236,57999,57,513
4/23/2020,RU,Russian Federation,EURO,37,37,37,4774,62773,42,555
4/24/2020,RU,Russian Federation,EURO,46,38.8,27,5849,68622,60,615
4/25/2020,RU,Russian Federation,EURO,48,42.1,37,5966,74588,66,681
4/26/2020,RU,Russian Federation,EURO,39,38,37,6361,80949,66,747
4/27/2020,RU,Russian Federation,EURO,50,42.9,30,6198,87147,47,794
4/28/2020,RU,Russian Federation,EURO,39,39,39,6411,93558,73,867
4/29/2020,RU,Russian Federation,EURO,55,49.2,43,5841,99399,105,972
4/30/2020,RU,Russian Federation,EURO,41,41,41,7099,106498,101,1073
5/1/2020,RU,Russian Federation,EURO,,,,7933,114431,96,1169
5/2/2020,RU,Russian Federation,EURO,,,,9623,124054,53,1222
5/3/2020,RU,Russian Federation,EURO,75,60.1,50,10633,134687,58,1280
5/4/2020,RU,Russian Federation,EURO,63,57.2,52,10581,145268,76,1356
5/5/2020,RU,Russian Federation,EURO,72,60.9,54,10102,155370,95,1451
5/6/2020,RU,Russian Federation,EURO,68,59.6,55,10559,165929,86,1537
5/7/2020,RU,Russian Federation,EURO,66,57.7,52,11231,177160,88,1625
5/8/2020,RU,Russian Federation,EURO,54,50.1,45,10699,187859,98,1723
5/9/2020,RU,Russian Federation,EURO,59,52.6,46,10817,198676,104,1827
5/10/2020,RU,Russian Federation,EURO,61,56.5,52,11012,209688,88,1915
5/11/2020,RU,Russian Federation,EURO,68,59.7,46,11656,221344,94,2009
5/12/2020,RU,Russian Federation,EURO,75,65.6,57,10899,232243,107,2116
5/13/2020,RU,Russian Federation,EURO,59,45.1,36,10028,242271,96,2212
5/14/2020,RU,Russian Federation,EURO,46,46,46,9974,252245,93,2305
5/15/2020,RU,Russian Federation,EURO,54,48.1,41,10598,262843,113,2418
5/16/2020,RU,Russian Federation,EURO,43,43,43,9200,272043,119,2537
5/17/2020,RU,Russian Federation,EURO,57,48.8,43,9709,281752,94,2631
5/18/2020,RU,Russian Federation,EURO,54,45.6,39,8926,290678,91,2722
5/19/2020,RU,Russian Federation,EURO,52,44.8,37,9263,299941,115,2837
5/20/2020,RU,Russian Federation,EURO,43,43,43,8764,308705,135,2972
5/21/2020,RU,Russian Federation,EURO,46,42.1,39,8849,317554,127,3099
5/22/2020,RU,Russian Federation,EURO,39,39,39,8894,326448,150,3249
5/23/2020,RU,Russian Federation,EURO,,,,9434,335882,139,3388
5/24/2020,RU,Russian Federation,EURO,,,,8599,344481,153,3541
5/25/2020,RU,Russian Federation,EURO,64,54.6,45,8946,353427,92,3633
5/26/2020,RU,Russian Federation,EURO,54,54,54,8915,362342,174,3807
5/27/2020,RU,Russian Federation,EURO,63,57.2,50,8338,370680,161,3968
5/28/2020,RU,Russian Federation,EURO,70,61.5,50,8371,379051,174,4142
5/29/2020,RU,Russian Federation,EURO,63,56.1,54,8572,387623,232,4374
5/30/2020,RU,Russian Federation,EURO,72,61.7,55,8952,396575,181,4555
5/31/2020,RU,Russian Federation,EURO,59,52.4,48,9268,405843,138,4693
6/1/2020,RU,Russian Federation,EURO,54,49.1,46,9035,414878,162,4855
6/2/2020,RU,Russian Federation,EURO,52,49.8,48,8863,423741,182,5037
6/3/2020,RU,Russian Federation,EURO,57,52.1,48,8536,432277,178,5215
6/4/2020,RU,Russian Federation,EURO,66,58,55,8831,441108,169,5384
6/5/2020,RU,Russian Federation,EURO,64,56.4,50,8726,449834,144,5528
6/6/2020,RU,Russian Federation,EURO,70,66.3,54,8855,458689,197,5725
6/7/2020,RU,Russian Federation,EURO,81,70,61,8984,467673,134,5859
6/8/2020,RU,Russian Federation,EURO,84,73.3,61,8985,476658,112,5971
6/9/2020,RU,Russian Federation,EURO,82,74.6,64,8595,485253,171,6142
6/10/2020,RU,Russian Federation,EURO,82,70.4,63,8404,493657,216,6358
6/11/2020,RU,Russian Federation,EURO,84,72.3,59,8779,502436,174,6532
6/12/2020,RU,Russian Federation,EURO,73,65.8,59,8987,511423,183,6715
6/13/2020,RU,Russian Federation,EURO,64,57,52,8706,520129,114,6829
6/14/2020,RU,Russian Federation,EURO,70,61.8,52,8835,528964,119,6948
6/15/2020,RU,Russian Federation,EURO,73,65.3,54,8246,537210,143,7091
6/16/2020,RU,Russian Federation,EURO,84,71.7,59,8248,545458,193,7284
6/17/2020,RU,Russian Federation,EURO,86,76.3,64,7843,553301,194,7478
6/18/2020,RU,Russian Federation,EURO,86,73.8,64,7790,561091,182,7660
6/19/2020,RU,Russian Federation,EURO,84,75.6,64,7972,569063,181,7841
6/20/2020,RU,Russian Federation,EURO,82,73.5,66,7889,576952,161,8002
6/21/2020,RU,Russian Federation,EURO,66,59.5,54,7728,584680,109,8111
6/22/2020,RU,Russian Federation,EURO,72,62.6,48,7600,592280,95,8206
6/23/2020,RU,Russian Federation,EURO,73,66.5,54,7425,599705,153,8359
6/24/2020,RU,Russian Federation,EURO,77,68.5,55,7176,606881,154,8513
6/25/2020,RU,Russian Federation,EURO,82,67.9,54,7113,613994,92,8605
6/26/2020,RU,Russian Federation,EURO,79,70.1,61,6800,620794,176,8781
6/27/2020,RU,Russian Federation,EURO,84,74.2,63,6852,627646,188,8969
6/28/2020,RU,Russian Federation,EURO,82,70.9,63,6791,634437,104,9073
6/29/2020,RU,Russian Federation,EURO,68,62.5,55,6719,641156,93,9166
6/30/2020,RU,Russian Federation,EURO,73,63.9,50,6693,647849,154,9320
7/1/2020,RU,Russian Federation,EURO,75,66.7,59,6556,654405,216,9536
7/2/2020,RU,Russian Federation,EURO,75,65.6,57,6760,661165,147,9683
7/3/2020,RU,Russian Federation,EURO,79,68.2,63,6718,667883,176,9859
7/4/2020,RU,Russian Federation,EURO,73,69,63,6632,674515,168,10027
7/5/2020,RU,Russian Federation,EURO,77,69.8,61,6736,681251,134,10161
7/6/2020,RU,Russian Federation,EURO,81,73.2,63,6611,687862,135,10296
7/7/2020,RU,Russian Federation,EURO,86,73.5,64,6368,694230,198,10494
7/8/2020,RU,Russian Federation,EURO,79,68,59,6562,700792,173,10667
7/9/2020,RU,Russian Federation,EURO,68,59.6,55,6509,707301,176,10843
7/10/2020,RU,Russian Federation,EURO,72,62.3,52,6635,713936,174,11017
7/11/2020,RU,Russian Federation,EURO,81,69.9,61,6611,720547,188,11205
7/12/2020,RU,Russian Federation,EURO,82,67.7,59,6615,727162,130,11335
7/13/2020,RU,Russian Federation,EURO,75,62.9,55,6537,733699,104,11439
7/14/2020,RU,Russian Federation,EURO,64,60.9,59,6248,739947,175,11614
7/15/2020,RU,Russian Federation,EURO,70,63,59,6422,746369,156,11770
7/16/2020,RU,Russian Federation,EURO,63,59.5,57,6428,752797,167,11937
7/17/2020,RU,Russian Federation,EURO,64,59.1,55,6406,759203,186,12123
7/18/2020,RU,Russian Federation,EURO,64,60.5,57,6234,765437,124,12247
7/19/2020,RU,Russian Federation,EURO,72,63.4,59,6109,771546,95,12342
7/20/2020,RU,Russian Federation,EURO,75,65.1,57,5940,777486,85,12427
7/21/2020,RU,Russian Federation,EURO,70,63.6,59,5842,783328,153,12580
7/22/2020,RU,Russian Federation,EURO,68,62.1,57,5862,789190,165,12745
7/23/2020,RU,Russian Federation,EURO,66,57.8,52,5848,795038,147,12892
7/24/2020,RU,Russian Federation,EURO,64,56,50,5811,800849,154,13046
7/25/2020,RU,Russian Federation,EURO,70,61.2,48,5871,806720,146,13192
7/26/2020,RU,Russian Federation,EURO,72,64.3,55,5765,812485,77,13269
7/27/2020,RU,Russian Federation,EURO,75,64.8,57,5635,818120,85,13354
7/28/2020,RU,Russian Federation,EURO,82,71.3,59,5395,823515,150,13504
7/29/2020,RU,Russian Federation,EURO,82,71.9,64,5475,828990,169,13673
7/30/2020,RU,Russian Federation,EURO,72,65.6,55,5509,834499,129,13802
7/31/2020,RU,Russian Federation,EURO,66,58.8,52,5482,839981,161,13963
8/1/2020,RU,Russian Federation,EURO,70,60.6,55,5462,845443,95,14058
8/2/2020,RU,Russian Federation,EURO,68,61.2,57,5427,850870,70,14128
8/3/2020,RU,Russian Federation,EURO,72,62.4,52,5394,856264,79,14207
8/4/2020,RU,Russian Federation,EURO,75,66.5,55,5159,861423,144,14351
8/5/2020,RU,Russian Federation,EURO,79,69.3,55,5204,866627,139,14490
8/6/2020,RU,Russian Federation,EURO,81,70.3,61,5267,871894,116,14606
8/7/2020,RU,Russian Federation,EURO,77,67.8,59,5241,877135,119,14725
8/8/2020,RU,Russian Federation,EURO,75,66.9,57,5212,882347,129,14854
8/9/2020,RU,Russian Federation,EURO,75,67.3,59,5189,887536,77,14931
8/10/2020,RU,Russian Federation,EURO,81,66.8,54,5118,892654,70,15001
8/11/2020,RU,Russian Federation,EURO,66,61.8,57,4945,897599,130,15131
8/12/2020,RU,Russian Federation,EURO,63,56.7,52,5102,902701,129,15260
8/13/2020,RU,Russian Federation,EURO,57,54.8,54,5057,907758,124,15384
8/14/2020,RU,Russian Federation,EURO,59,55.1,50,5065,912823,114,15498
8/15/2020,RU,Russian Federation,EURO,66,57.9,46,5061,917884,119,15617
8/16/2020,RU,Russian Federation,EURO,73,63.5,55,4969,922853,68,15685
8/17/2020,RU,Russian Federation,EURO,72,65.4,59,4892,927745,55,15740
8/18/2020,RU,Russian Federation,EURO,68,60,50,4748,932493,132,15872
8/19/2020,RU,Russian Federation,EURO,68,60,50,4828,937321,117,15989
8/20/2020,RU,Russian Federation,EURO,72,61,54,4785,942106,110,16099
8/21/2020,RU,Russian Federation,EURO,72,60.8,48,4870,946976,90,16189
8/22/2020,RU,Russian Federation,EURO,75,64.7,52,4921,951897,121,16310
8/23/2020,RU,Russian Federation,EURO,77,66,54,4852,956749,73,16383
8/24/2020,RU,Russian Federation,EURO,72,66.3,61,4744,961493,65,16448
8/25/2020,RU,Russian Federation,EURO,75,65.7,57,4696,966189,120,16568
8/26/2020,RU,Russian Federation,EURO,64,62,57,4676,970865,115,16683
8/27/2020,RU,Russian Federation,EURO,68,60.6,52,4711,975576,121,16804
8/28/2020,RU,Russian Federation,EURO,70,62.8,59,4829,980405,110,16914
8/29/2020,RU,Russian Federation,EURO,66,59.3,57,4941,985346,111,17025
8/30/2020,RU,Russian Federation,EURO,72,63.7,57,4980,990326,68,17093
8/31/2020,RU,Russian Federation,EURO,86,74.4,64,4993,995319,83,17176
9/1/2020,RU,Russian Federation,EURO,73,65.6,57,4729,1000048,123,17299
9/2/2020,RU,Russian Federation,EURO,68,58.2,50,4952,1005000,115,17414
9/3/2020,RU,Russian Federation,EURO,72,62.3,52,4995,1009995,114,17528
9/4/2020,RU,Russian Federation,EURO,72,63.8,54,5110,1015105,121,17649
9/5/2020,RU,Russian Federation,EURO,70,64.3,55,5205,1020310,110,17759
9/6/2020,RU,Russian Federation,EURO,61,61,61,5195,1025505,61,17820
9/7/2020,RU,Russian Federation,EURO,,,,5185,1030690,51,17871
9/8/2020,RU,Russian Federation,EURO,68,58.8,52,5099,1035789,122,17993
9/9/2020,RU,Russian Federation,EURO,59,53.7,48,5218,1041007,142,18135
9/10/2020,RU,Russian Federation,EURO,54,53,52,5363,1046370,128,18263
9/11/2020,RU,Russian Federation,EURO,59,52.5,46,5504,1051874,102,18365
9/12/2020,RU,Russian Federation,EURO,64,54.8,45,5488,1057362,119,18484
9/13/2020,RU,Russian Federation,EURO,64,56.6,48,5449,1062811,94,18578
9/14/2020,RU,Russian Federation,EURO,59,52.6,45,5509,1068320,57,18635
9/15/2020,RU,Russian Federation,EURO,52,52,52,5529,1073849,150,18785
9/16/2020,RU,Russian Federation,EURO,63,52.1,43,5670,1079519,132,18917
9/17/2020,RU,Russian Federation,EURO,70,58.7,48,5762,1085281,144,19061
9/18/2020,RU,Russian Federation,EURO,54,48.6,45,5905,1091186,134,19195
9/19/2020,RU,Russian Federation,EURO,57,48.3,43,6065,1097251,144,19339
9/20/2020,RU,Russian Federation,EURO,54,46.8,41,6148,1103399,79,19418
9/21/2020,RU,Russian Federation,EURO,,,,6196,1109595,71,19489
9/22/2020,RU,Russian Federation,EURO,68,57.7,50,6215,1115810,160,19649
9/23/2020,RU,Russian Federation,EURO,70,58,48,6431,1122241,150,19799
9/24/2020,RU,Russian Federation,EURO,72,59.5,50,6595,1128836,149,19948
9/25/2020,RU,Russian Federation,EURO,,,,7212,1136048,108,20056
9/26/2020,RU,Russian Federation,EURO,68,56.8,48,7523,1143571,169,20225
9/27/2020,RU,Russian Federation,EURO,64,56.3,48,7867,1151438,99,20324
9/28/2020,RU,Russian Federation,EURO,55,50.3,45,8135,1159573,61,20385
9/29/2020,RU,Russian Federation,EURO,61,53.3,46,8232,1167805,160,20545
9/30/2020,RU,Russian Federation,EURO,66,52.8,43,8481,1176286,177,20722
10/1/2020,RU,Russian Federation,EURO,64,53.3,43,8945,1185231,169,20891
10/2/2020,RU,Russian Federation,EURO,66,53.2,41,9412,1194643,186,21077
10/3/2020,RU,Russian Federation,EURO,66,53.1,45,9859,1204502,174,21251
10/4/2020,RU,Russian Federation,EURO,66,53.8,43,10499,1215001,107,21358
10/5/2020,RU,Russian Federation,EURO,66,57.4,46,10888,1225889,117,21475
10/6/2020,RU,Russian Federation,EURO,66,58.9,48,11615,1237504,188,21663
10/7/2020,RU,Russian Federation,EURO,63,58.5,50,11115,1248619,202,21865
10/8/2020,RU,Russian Federation,EURO,63,58.6,54,11493,1260112,191,22056
10/9/2020,RU,Russian Federation,EURO,59,53,50,12126,1272238,201,22257
10/10/2020,RU,Russian Federation,EURO,57,53.3,48,12846,1285084,197,22454
10/11/2020,RU,Russian Federation,EURO,59,50.1,41,13634,1298718,143,22597
10/12/2020,RU,Russian Federation,EURO,54,52.1,48,13592,1312310,125,22722
10/13/2020,RU,Russian Federation,EURO,61,55.9,54,13868,1326178,244,22966
10/14/2020,RU,Russian Federation,EURO,61,53.4,45,14231,1340409,239,23205
10/15/2020,RU,Russian Federation,EURO,57,53.8,50,13754,1354163,286,23491
10/16/2020,RU,Russian Federation,EURO,50,41.5,36,15150,1369313,232,23723
10/17/2020,RU,Russian Federation,EURO,39,36.4,34,14922,1384235,279,24002
10/18/2020,RU,Russian Federation,EURO,45,37.2,34,15099,1399334,185,24187
10/19/2020,RU,Russian Federation,EURO,43,38.2,34,15982,1415316,179,24366
10/20/2020,RU,Russian Federation,EURO,39,36.4,34,16319,1431635,269,24635
10/21/2020,RU,Russian Federation,EURO,37,35,32,15700,1447335,317,24952
10/22/2020,RU,Russian Federation,EURO,45,40,36,15971,1463306,290,25242
10/23/2020,RU,Russian Federation,EURO,57,51.8,45,17340,1480646,283,25525
10/24/2020,RU,Russian Federation,EURO,50,47.9,45,16521,1497167,296,25821
10/25/2020,RU,Russian Federation,EURO,48,43.3,36,16710,1513877,229,26050
10/26/2020,RU,Russian Federation,EURO,50,46.6,43,17347,1531224,219,26269
10/27/2020,RU,Russian Federation,EURO,52,45.7,37,16550,1547774,320,26589
10/28/2020,RU,Russian Federation,EURO,50,45.7,41,16202,1563976,346,26935
10/29/2020,RU,Russian Federation,EURO,48,44.3,39,17717,1581693,366,27301
10/30/2020,RU,Russian Federation,EURO,43,40,37,18283,1599976,355,27656
10/31/2020,RU,Russian Federation,EURO,46,43.2,39,18140,1618116,334,27990
11/1/2020,RU,Russian Federation,EURO,43,41,39,18665,1636781,245,28235
11/2/2020,RU,Russian Federation,EURO,43,41.1,39,18253,1655034,238,28473
11/3/2020,RU,Russian Federation,EURO,46,44.4,43,18652,1673686,355,28828
11/4/2020,RU,Russian Federation,EURO,46,45.8,45,19768,1693454,389,29217
11/5/2020,RU,Russian Federation,EURO,46,44.8,43,19404,1712858,292,29509
11/6/2020,RU,Russian Federation,EURO,45,42.9,37,20582,1733440,378,29887
11/7/2020,RU,Russian Federation,EURO,50,43.8,39,20396,1753836,364,30251
11/8/2020,RU,Russian Federation,EURO,45,43.2,41,20498,1774334,286,30537
11/9/2020,RU,Russian Federation,EURO,36,32.9,30,21798,1796132,256,30793
11/10/2020,RU,Russian Federation,EURO,37,36.2,34,20977,1817109,368,31161
11/11/2020,RU,Russian Federation,EURO,36,33,28,19851,1836960,432,31593
11/12/2020,RU,Russian Federation,EURO,36,31.9,27,21608,1858568,439,32032
1/3/2020,US,United States of America,AMRO,54,50,46,0,0,0,0
1/4/2020,US,United States of America,AMRO,59,52.6,46,0,0,0,0
1/5/2020,US,United States of America,AMRO,45,40.5,36,0,0,0,0
1/6/2020,US,United States of America,AMRO,55,44.4,36,0,0,0,0
1/7/2020,US,United States of America,AMRO,46,36.2,32,0,0,0,0
1/8/2020,US,United States of America,AMRO,47,37.6,31,0,0,0,0
1/9/2020,US,United States of America,AMRO,41,34.1,29,0,0,0,0
1/10/2020,US,United States of America,AMRO,54,45,35,0,0,0,0
1/11/2020,US,United States of America,AMRO,72,60.9,48,0,0,0,0
1/12/2020,US,United States of America,AMRO,70,63.4,49,0,0,0,0
1/13/2020,US,United States of America,AMRO,53,48,44,0,0,0,0
1/14/2020,US,United States of America,AMRO,49,47.5,44,0,0,0,0
1/15/2020,US,United States of America,AMRO,57,49.1,45,0,0,0,0
1/16/2020,US,United States of America,AMRO,56,48.5,37,0,0,0,0
1/17/2020,US,United States of America,AMRO,39,34.1,31,0,0,0,0
1/18/2020,US,United States of America,AMRO,42,32.5,27,0,0,0,0
1/19/2020,US,United States of America,AMRO,45,39.3,28,0,0,0,0
1/20/2020,US,United States of America,AMRO,36,29.5,25,5,5,0,0
1/21/2020,US,United States of America,AMRO,37,30,23,0,5,0,0
1/22/2020,US,United States of America,AMRO,39,31.6,24,0,5,0,0
1/23/2020,US,United States of America,AMRO,44,35.9,29,0,5,0,0
1/24/2020,US,United States of America,AMRO,51,43,34,1,6,0,0
1/25/2020,US,United States of America,AMRO,51,48.2,44,0,6,0,0
1/26/2020,US,United States of America,AMRO,49,43.3,36,3,9,0,0
1/27/2020,US,United States of America,AMRO,49,42.8,36,0,9,0,0
1/28/2020,US,United States of America,AMRO,47,43.5,40,0,9,0,0
1/29/2020,US,United States of America,AMRO,47,40.9,33,0,9,0,0
1/30/2020,US,United States of America,AMRO,43,36.3,31,1,10,0,0
1/31/2020,US,United States of America,AMRO,47,39.7,33,1,11,0,0
2/1/2020,US,United States of America,AMRO,50,42.1,34,1,12,0,0
2/2/2020,US,United States of America,AMRO,54,43.8,35,0,12,0,0
2/3/2020,US,United States of America,AMRO,61,54.3,44,3,15,0,0
2/4/2020,US,United States of America,AMRO,64,57,50,0,15,0,0
2/5/2020,US,United States of America,AMRO,56,43.5,39,0,15,0,0
2/6/2020,US,United States of America,AMRO,47,42.6,39,1,16,0,0
2/7/2020,US,United States of America,AMRO,58,50.6,36,0,16,0,0
2/8/2020,US,United States of America,AMRO,45,38.5,32,0,16,0,0
2/9/2020,US,United States of America,AMRO,50,41.7,32,0,16,0,0
2/10/2020,US,United States of America,AMRO,49,46.6,43,0,16,0,0
2/11/2020,US,United States of America,AMRO,57,52.8,48,1,17,0,0
2/12/2020,US,United States of America,AMRO,49,44.8,41,0,17,0,0
2/13/2020,US,United States of America,AMRO,56,48.1,41,2,19,0,0
2/14/2020,US,United States of America,AMRO,43,36,26,0,19,0,0
2/15/2020,US,United States of America,AMRO,36,29.8,22,0,19,0,0
2/16/2020,US,United States of America,AMRO,52,40.7,33,0,19,0,0
2/17/2020,US,United States of America,AMRO,55,46.1,38,0,19,0,0
2/18/2020,US,United States of America,AMRO,59,49.2,41,0,19,0,0
2/19/2020,US,United States of America,AMRO,54,47.4,41,0,19,0,0
