Date, Country_code, Country, WHO_region,Temperature (° F)(MIN),Temperature (° F)(AVG),Temperature (° F)(Max), New_cases, Cumulative_cases, New_deaths, Cumulative_deaths
8/13/2020,IN,India,SEARO,84,80.9,78,66999,2396637,942,47033
8/14/2020,IN,India,SEARO,89,85,80,64553,2461190,1007,48040
8/15/2020,IN,India,SEARO,94,88.6,82,65002,2526192,996,49036
8/16/2020,IN,India,SEARO,85,85,85,63490,2589682,944,49980
8/17/2020,IN,India,SEARO,95,86.6,83,57981,2647663,941,50921
8/18/2020,IN,India,SEARO,93,86.3,83,55079,2702742,876,51797
8/19/2020,IN,India,SEARO,82,80,77,64531,2767273,1092,52889
8/20/2020,IN,India,SEARO,84,79,77,69652,2836925,977,53866
8/21/2020,IN,India,SEARO,,,,68898,2905823,983,54849
8/22/2020,IN,India,SEARO,83,83,83,69878,2975701,945,55794
8/23/2020,IN,India,SEARO,92,85.8,82,69239,3044940,912,56706
8/24/2020,IN,India,SEARO,91,85,82,61408,3106348,836,57542
8/25/2020,IN,India,SEARO,90,85.1,81,60975,3167323,848,58390
8/26/2020,IN,India,SEARO,92,87,82,67151,3234474,1059,59449
8/27/2020,IN,India,SEARO,83,83,83,75760,3310234,1023,60472
8/28/2020,IN,India,SEARO,90,82.9,79,77266,3387500,1057,61529
8/29/2020,IN,India,SEARO,83,83,83,76472,3463972,1021,62550
8/30/2020,IN,India,SEARO,86,83.1,80,78761,3542733,948,63498
8/31/2020,IN,India,SEARO,91,84.9,80,78512,3621245,971,64469
9/1/2020,IN,India,SEARO,94,86.4,79,69921,3691166,819,65288
9/2/2020,IN,India,SEARO,94,87.4,80,78357,3769523,1045,66333
9/3/2020,IN,India,SEARO,94,88,84,83883,3853406,1043,67376
9/4/2020,IN,India,SEARO,93,87.6,83,83341,3936747,1096,68472
9/5/2020,IN,India,SEARO,97,83.3,75,86432,4023179,1089,69561
9/6/2020,IN,India,SEARO,94,85.8,78,90632,4113811,1065,70626
9/7/2020,IN,India,SEARO,92,84.3,81,90802,4204613,1016,71642
9/8/2020,IN,India,SEARO,95,87,80,75809,4280422,1133,72775
9/9/2020,IN,India,SEARO,96,89.7,81,89706,4370128,1115,73890
9/10/2020,IN,India,SEARO,,,,95735,4465863,1172,75062
9/11/2020,IN,India,SEARO,,,,96551,4562414,1209,76271
9/12/2020,IN,India,SEARO,,,,97570,4659984,1201,77472
9/13/2020,IN,India,SEARO,5,85,85,94372,4754356,1114,78586
9/14/2020,IN,India,SEARO,98,89.5,84,92071,4846427,1136,79722
9/15/2020,IN,India,SEARO,99,89.4,81,83809,4930236,1054,80776
9/16/2020,IN,India,SEARO,100,90.1,83,90123,5020359,1290,82066
9/17/2020,IN,India,SEARO,98,90.5,82,97894,5118253,1132,83198
9/18/2020,IN,India,SEARO,100,91.8,85,96424,5214677,1174,84372
9/19/2020,IN,India,SEARO,99,90,83,93337,5308014,1247,85619
9/20/2020,IN,India,SEARO,98,89.5,82,92605,5400619,1133,86752
9/21/2020,IN,India,SEARO,98,90,83,86961,5487580,1130,87882
9/22/2020,IN,India,SEARO,99,90.1,84,75083,5562663,1053,88935
9/23/2020,IN,India,SEARO,97,89,83,83347,5646010,1085,90020
9/24/2020,IN,India,SEARO,96,88.3,81,86508,5732518,1129,91149
9/25/2020,IN,India,SEARO,80,80,80,86052,5818570,1141,92290
9/26/2020,IN,India,SEARO,93,85,78,85362,5903932,1089,93379
9/27/2020,IN,India,SEARO,96,86,77,88600,5992532,1124,94503
9/28/2020,IN,India,SEARO,96,85.4,76,82170,6074702,1039,95542
9/29/2020,IN,India,SEARO,97,84.8,75,70589,6145291,776,96318
9/30/2020,IN,India,SEARO,95,84.9,75,80472,6225763,1179,97497
10/1/2020,IN,India,SEARO,98,84.4,74,86821,6312584,1181,98678
10/2/2020,IN,India,SEARO,97,83.5,72,81484,6394068,1095,99773
10/3/2020,IN,India,SEARO,97,81.3,69,79476,6473544,1069,100842
10/4/2020,IN,India,SEARO,95,81.9,69,75829,6549373,940,101782
10/5/2020,IN,India,SEARO,71,71,71,74442,6623815,903,102685
10/6/2020,IN,India,SEARO,97,80.6,68,61267,6685082,884,103569
10/7/2020,IN,India,SEARO,96,81.1,68,72049,6757131,986,104555
10/8/2020,IN,India,SEARO,96,80.9,69,78524,6835655,971,105526
10/9/2020,IN,India,SEARO,95,81.3,69,70496,6906151,964,106490
10/10/2020,IN,India,SEARO,94,81.1,69,73272,6979423,926,107416
10/11/2020,IN,India,SEARO,96,81.1,71,74383,7053806,918,108334
10/12/2020,IN,India,SEARO,95,80.1,70,66732,7120538,816,109150
10/13/2020,IN,India,SEARO,95,82.5,71,55342,7175880,706,109856
10/14/2020,IN,India,SEARO,94,83.9,73,63509,7239389,730,110586
10/15/2020,IN,India,SEARO,94,79.2,68,67708,7307097,680,111266
10/16/2020,IN,India,SEARO,93,77.5,65,63371,7370468,895,112161
10/17/2020,IN,India,SEARO,93,76.9,65,62212,7432680,837,112998
10/18/2020,IN,India,SEARO,94,78.4,65,61871,7494551,1033,114031
10/19/2020,IN,India,SEARO,62,62,62,55722,7550273,579,114610
10/20/2020,IN,India,SEARO,92,74.6,60,46790,7597063,587,115197
10/21/2020,IN,India,SEARO,94,76.5,62,54044,7651107,717,115914
10/22/2020,IN,India,SEARO,91,74.8,63,55839,7706946,702,116616
10/23/2020,IN,India,SEARO,92,73.8,61,54366,7761312,690,117306
10/24/2020,IN,India,SEARO,91,73.5,61,53370,7814682,650,117956
10/25/2020,IN,India,SEARO,92,73.4,60,50129,7864811,578,118534
10/26/2020,IN,India,SEARO,90,73.6,62,45148,7909959,480,119014
10/27/2020,IN,India,SEARO,89,72.1,61,36470,7946429,488,119502
10/28/2020,IN,India,SEARO,87,70.5,58,43893,7990322,508,120010
10/29/2020,IN,India,SEARO,88,70.4,58,49881,8040203,517,120527
10/30/2020,IN,India,SEARO,88,71.5,59,48648,8088851,563,121090
10/31/2020,IN,India,SEARO,87,72.1,59,48268,8137119,551,121641
11/1/2020,IN,India,SEARO,86,68.8,56,46963,8184082,470,122111
11/2/2020,IN,India,SEARO,86,67.3,55,45231,8229313,496,122607
11/3/2020,IN,India,SEARO,86,67.4,54,38310,8267623,490,123097
11/4/2020,IN,India,SEARO,82,65.9,54,46253,8313876,514,123611
11/5/2020,IN,India,SEARO,87,68.8,56,50210,8364086,704,124315
11/6/2020,IN,India,SEARO,87,67.8,56,47638,8411724,670,124985
11/7/2020,IN,India,SEARO,83,66.9,55,50356,8462080,577,125562
11/8/2020,IN,India,SEARO,56,55.5,55,45674,8507754,559,126121
11/9/2020,IN,India,SEARO,83,65.6,54,45903,8553657,490,126611
11/10/2020,IN,India,SEARO,85,67,55,38073,8591730,448,127059
11/11/2020,IN,India,SEARO,85,67.3,56,44281,8636011,512,127571
11/12/2020,IN,India,SEARO,83,67.9,55,47905,8683916,550,128121
1/3/2020,ES,Spain,EURO,39,35.1,28,0,0,0,0
1/4/2020,ES,Spain,EURO,54,39.2,28,0,0,0,0
1/5/2020,ES,Spain,EURO,54,38,27,0,0,0,0
1/6/2020,ES,Spain,EURO,55,38.4,27,0,0,0,0
1/7/2020,ES,Spain,EURO,57,38.6,27,0,0,0,0
1/8/2020,ES,Spain,EURO,61,40.6,28,0,0,0,0
1/9/2020,ES,Spain,EURO,55,42.2,30,0,0,0,0
1/10/2020,ES,Spain,EURO,54,42.5,32,0,0,0,0
1/11/2020,ES,Spain,EURO,52,38.3,27,0,0,0,0
1/12/2020,ES,Spain,EURO,50,34.1,23,0,0,0,0
1/13/2020,ES,Spain,EURO,46,33.2,23,0,0,0,0
1/14/2020,ES,Spain,EURO,48,34.1,23,0,0,0,0
1/15/2020,ES,Spain,EURO,48,40.8,32,0,0,0,0
1/16/2020,ES,Spain,EURO,57,46.8,41,0,0,0,0
1/17/2020,ES,Spain,EURO,55,47.2,39,0,0,0,0
1/18/2020,ES,Spain,EURO,48,43.2,37,0,0,0,0
1/19/2020,ES,Spain,EURO,52,43.8,37,0,0,0,0
1/20/2020,ES,Spain,EURO,43,39.8,36,0,0,0,0
1/21/2020,ES,Spain,EURO,46,42.1,39,0,0,0,0
1/22/2020,ES,Spain,EURO,52,44.6,39,0,0,0,0
1/23/2020,ES,Spain,EURO,52,42,32,0,0,0,0
1/24/2020,ES,Spain,EURO,48,45.2,41,0,0,0,0
1/25/2020,ES,Spain,EURO,50,45.4,43,0,0,0,0
1/26/2020,ES,Spain,EURO,52,43.5,39,0,0,0,0
1/27/2020,ES,Spain,EURO,50,41.7,32,0,0,0,0
1/28/2020,ES,Spain,EURO,55,52.1,48,0,0,0,0
1/29/2020,ES,Spain,EURO,57,53.7,52,0,0,0,0
1/30/2020,ES,Spain,EURO,55,51.1,46,0,0,0,0
1/31/2020,ES,Spain,EURO,59,54.2,50,0,0,0,0
2/1/2020,ES,Spain,EURO,66,56.9,52,0,0,0,0
2/2/2020,ES,Spain,EURO,55,53.3,50,1,1,0,0
2/3/2020,ES,Spain,EURO,,,,0,1,0,0
2/4/2020,ES,Spain,EURO,66,50.2,37,0,1,0,0
2/5/2020,ES,Spain,EURO,,,,0,1,0,0
2/6/2020,ES,Spain,EURO,50,41.2,32,0,1,0,0
2/7/2020,ES,Spain,EURO,55,44.4,36,0,1,0,0
2/8/2020,ES,Spain,EURO,54,44,37,0,1,0,0
2/9/2020,ES,Spain,EURO,,,,0,1,0,0
2/10/2020,ES,Spain,EURO,,,,1,2,0,0
2/11/2020,ES,Spain,EURO,52,46.4,39,0,2,0,0
2/12/2020,ES,Spain,EURO,52,49.5,48,0,2,0,0
2/13/2020,ES,Spain,EURO,59,52.1,46,0,2,1,1
2/14/2020,ES,Spain,EURO,59,47.5,41,0,2,0,1
2/15/2020,ES,Spain,EURO,61,45.7,34,0,2,0,1
2/16/2020,ES,Spain,EURO,,,,0,2,0,1
2/17/2020,ES,Spain,EURO,,,,0,2,0,1
2/18/2020,ES,Spain,EURO,57,46.3,37,0,2,0,1
2/19/2020,ES,Spain,EURO,,,,0,2,0,1
2/20/2020,ES,Spain,EURO,,,,0,2,0,1
2/21/2020,ES,Spain,EURO,,,,0,2,0,1
2/22/2020,ES,Spain,EURO,,,,0,2,0,1
2/23/2020,ES,Spain,EURO,72,50.5,34,0,2,0,1
2/24/2020,ES,Spain,EURO,,,,0,2,0,1
2/25/2020,ES,Spain,EURO,,,,0,2,0,1
2/26/2020,ES,Spain,EURO,61,52.4,45,1,3,0,1
2/27/2020,ES,Spain,EURO,66,52.9,34,9,12,0,1
2/28/2020,ES,Spain,EURO,66,51,36,13,25,0,1
2/29/2020,ES,Spain,EURO,57,51.1,41,7,32,0,1
3/1/2020,ES,Spain,EURO,,,,13,45,0,1
3/2/2020,ES,Spain,EURO,,,,21,66,0,1
3/3/2020,ES,Spain,EURO,61,51.3,45,48,114,1,2
3/4/2020,ES,Spain,EURO,66,58.3,52,37,151,2,4
3/5/2020,ES,Spain,EURO,,,,49,200,1,5
3/6/2020,ES,Spain,EURO,55,49.1,45,61,261,3,8
3/7/2020,ES,Spain,EURO,61,46.9,34,113,374,3,11
3/8/2020,ES,Spain,EURO,61,47.4,30,0,374,14,25
3/9/2020,ES,Spain,EURO,64,53.5,41,0,374,16,41
3/10/2020,ES,Spain,EURO,73,54.7,39,650,1024,26,67
3/11/2020,ES,Spain,EURO,77,58.8,41,598,1622,35,102
3/12/2020,ES,Spain,EURO,,,,518,2140,55,157
3/13/2020,ES,Spain,EURO,,,,825,2965,78,235
3/14/2020,ES,Spain,EURO,,,,1266,4231,104,339
3/15/2020,ES,Spain,EURO,68,54.8,43,1522,5753,129,468
3/16/2020,ES,Spain,EURO,,,,2000,7753,176,644
3/17/2020,ES,Spain,EURO,63,51.1,41,1438,9191,186,830
3/18/2020,ES,Spain,EURO,,,,1987,11178,234,1064
3/19/2020,ES,Spain,EURO,,,,2538,13716,307,1371
3/20/2020,ES,Spain,EURO,,,,3431,17147,418,1789
3/21/2020,ES,Spain,EURO,50,48.3,46,2833,19980,494,2283
3/22/2020,ES,Spain,EURO,46,46,46,4946,24926,535,2818
3/23/2020,ES,Spain,EURO,,,,3646,28572,659,3477
3/24/2020,ES,Spain,EURO,61,53.5,48,4517,33089,707,4184
3/25/2020,ES,Spain,EURO,63,53,45,6584,39673,782,4966
3/26/2020,ES,Spain,EURO,48,47,46,7937,47610,843,5809
3/27/2020,ES,Spain,EURO,54,43.5,36,8578,56188,877,6686
3/28/2020,ES,Spain,EURO,61,46.2,30,7871,64059,814,7500
3/29/2020,ES,Spain,EURO,66,51.4,34,8189,72248,788,8288
3/30/2020,ES,Spain,EURO,55,43.3,36,6549,78797,888,9176
3/31/2020,ES,Spain,EURO,52,40.3,34,6398,85195,870,10046
4/1/2020,ES,Spain,EURO,57,49,45,9222,94417,868,10914
4/2/2020,ES,Spain,EURO,59,47,34,7719,102136,814,11728
4/3/2020,ES,Spain,EURO,63,50.1,36,8102,110238,759,12487
4/4/2020,ES,Spain,EURO,64,51,36,7472,117710,708,13195
4/5/2020,ES,Spain,EURO,68,57.8,46,7026,124736,724,13919
4/6/2020,ES,Spain,EURO,66,59,54,6023,130759,733,14652
4/7/2020,ES,Spain,EURO,,,,4273,135032,713,15365
4/8/2020,ES,Spain,EURO,,,,5478,140510,713,16078
4/9/2020,ES,Spain,EURO,61,56,52,6180,146690,642,16720
4/10/2020,ES,Spain,EURO,,,,5756,152446,643,17363
4/11/2020,ES,Spain,EURO,66,58.2,52,4576,157022,593,17956
4/12/2020,ES,Spain,EURO,68,58.5,50,4830,161852,521,18477
4/13/2020,ES,Spain,EURO,,,,4167,166019,563,19040
4/14/2020,ES,Spain,EURO,64,54.7,48,3477,169496,575,19615
4/15/2020,ES,Spain,EURO,63,55,48,6538,176034,526,20141
4/16/2020,ES,Spain,EURO,66,57.1,50,4040,180074,463,20604
4/17/2020,ES,Spain,EURO,66,59.1,52,4400,184474,476,21080
4/18/2020,ES,Spain,EURO,,,,4104,188578,410,21490
4/19/2020,ES,Spain,EURO,,,,2213,190791,375,21865
4/20/2020,ES,Spain,EURO,,,,2585,193376,359,22224
4/21/2020,ES,Spain,EURO,61,53.4,48,3352,196728,396,22620
4/22/2020,ES,Spain,EURO,68,58.5,50,2627,199355,318,22938
4/23/2020,ES,Spain,EURO,,,,3052,202407,300,23238
4/24/2020,ES,Spain,EURO,,,,2767,205174,313,23551
4/25/2020,ES,Spain,EURO,73,60.6,48,2944,208118,280,23831
4/26/2020,ES,Spain,EURO,70,59.7,52,1346,209464,259,24090
4/27/2020,ES,Spain,EURO,,,,1729,211193,250,24340
4/28/2020,ES,Spain,EURO,,,,1831,213024,247,24587
4/29/2020,ES,Spain,EURO,68,57.1,43,1308,214332,224,24811
4/30/2020,ES,Spain,EURO,68,59.6,54,2144,216476,206,25017
5/1/2020,ES,Spain,EURO,73,61.9,50,518,216994,170,25187
5/2/2020,ES,Spain,EURO,79,66.2,50,1781,218775,191,25378
5/3/2020,ES,Spain,EURO,,,,1366,220141,185,25563
5/4/2020,ES,Spain,EURO,,,,884,221025,177,25740
5/5/2020,ES,Spain,EURO,77,67.3,55,545,221570,175,25915
5/6/2020,ES,Spain,EURO,81,62,43,1318,222888,147,26062
5/7/2020,ES,Spain,EURO,81,66.9,50,996,223884,158,26220
5/8/2020,ES,Spain,EURO,82,70.6,55,1122,225006,140,26360
5/9/2020,ES,Spain,EURO,75,67.3,57,1410,226416,121,26481
5/10/2020,ES,Spain,EURO,68,60.3,52,721,227137,106,26587
5/11/2020,ES,Spain,EURO,,,,3031,230168,295,26882
5/12/2020,ES,Spain,EURO,,,,3031,233199,295,27177
5/13/2020,ES,Spain,EURO,,,,551,233750,527,27704
5/14/2020,ES,Spain,EURO,,,,666,234416,528,28232
5/15/2020,ES,Spain,EURO,,,,735,235151,87,28319
5/16/2020,ES,Spain,EURO,70,58.7,52,761,235912,85,28404
5/17/2020,ES,Spain,EURO,73,61.2,46,757,236669,77,28481
5/18/2020,ES,Spain,EURO,82,66,48,332,237001,63,28544
5/19/2020,ES,Spain,EURO,,,,231,237232,60,28604
5/20/2020,ES,Spain,EURO,88,71.8,54,590,237822,71,28675
5/21/2020,ES,Spain,EURO,,,,799,238621,67,28742
5/22/2020,ES,Spain,EURO,,,,681,239302,56,28798
5/23/2020,ES,Spain,EURO,93,76.7,59,745,240047,68,28866
5/24/2020,ES,Spain,EURO,88,75,61,765,240812,71,28937
5/25/2020,ES,Spain,EURO,86,71.9,63,294,241106,58,28995
5/26/2020,ES,Spain,EURO,79,69.2,57,255,241361,55,29050
5/27/2020,ES,Spain,EURO,88,72.9,59,529,241890,66,29116
5/28/2020,ES,Spain,EURO,,,,714,242604,56,29172
5/29/2020,ES,Spain,EURO,90,72.9,55,573,243177,45,29217
5/30/2020,ES,Spain,EURO,91,75.3,59,636,243813,40,29257
5/31/2020,ES,Spain,EURO,86,72,63,699,244512,43,29300
6/1/2020,ES,Spain,EURO,84,71.2,57,315,244827,43,29343
6/2/2020,ES,Spain,EURO,88,74.6,61,173,245000,39,29382
6/3/2020,ES,Spain,EURO,84,72.2,57,329,245329,34,29416
6/4/2020,ES,Spain,EURO,77,66.3,59,441,245770,46,29462
6/5/2020,ES,Spain,EURO,84,68.3,52,560,246330,38,29500
6/6/2020,ES,Spain,EURO,82,72,55,476,246806,45,29545
6/7/2020,ES,Spain,EURO,77,67.8,57,620,247426,23,29568
6/8/2020,ES,Spain,EURO,73,62.1,52,249,247675,30,29598
6/9/2020,ES,Spain,EURO,75,62.2,48,136,247811,20,29618
6/10/2020,ES,Spain,EURO,79,66.3,50,325,248136,27,29645
6/11/2020,ES,Spain,EURO,75,68.8,61,412,248548,13,29658
6/12/2020,ES,Spain,EURO,72,61.6,54,427,248975,28,29686
6/13/2020,ES,Spain,EURO,77,63.8,52,354,249329,24,29710
6/14/2020,ES,Spain,EURO,79,67.5,52,460,249789,19,29729
6/15/2020,ES,Spain,EURO,82,71.1,55,107,249896,19,29748
6/16/2020,ES,Spain,EURO,79,70.5,59,80,249976,17,29765
6/17/2020,ES,Spain,EURO,81,70.1,57,269,250245,20,29785
6/18/2020,ES,Spain,EURO,86,72.2,57,340,250585,12,29797
6/19/2020,ES,Spain,EURO,88,74.5,57,321,250906,23,29820
6/20/2020,ES,Spain,EURO,91,77.5,57,354,251260,11,29831
6/21/2020,ES,Spain,EURO,95,79.8,61,324,251584,18,29849
6/22/2020,ES,Spain,EURO,97,81.7,66,210,251794,12,29861
6/23/2020,ES,Spain,EURO,99,84,68,158,251952,15,29876
6/24/2020,ES,Spain,EURO,93,82.4,72,228,252180,6,29882
6/25/2020,ES,Spain,EURO,97,82.3,66,411,252591,9,29891
6/26/2020,ES,Spain,EURO,90,79.3,66,322,252913,12,29903
6/27/2020,ES,Spain,EURO,91,78.3,63,339,253252,11,29914
6/28/2020,ES,Spain,EURO,95,81.7,64,455,253707,8,29922
6/29/2020,ES,Spain,EURO,100,85,66,231,253938,3,29925
6/30/2020,ES,Spain,EURO,100,87,70,179,254117,11,29936
7/1/2020,ES,Spain,EURO,97,85.7,68,264,254381,9,29945
7/2/2020,ES,Spain,EURO,93,81.4,64,431,254812,10,29955
7/3/2020,ES,Spain,EURO,90,76.7,63,429,255241,10,29965
7/4/2020,ES,Spain,EURO,95,79.8,63,456,255697,1,29966
7/5/2020,ES,Spain,EURO,99,83.6,64,565,256262,5,29971
7/6/2020,ES,Spain,EURO,100,86.1,70,268,256530,6,29977
7/7/2020,ES,Spain,EURO,102,87.2,70,200,256730,0,29977
7/8/2020,ES,Spain,EURO,99,86.5,73,322,257052,4,29981
7/9/2020,ES,Spain,EURO,93,80,70,683,257735,3,29984
7/10/2020,ES,Spain,EURO,93,78.7,64,714,258449,3,29987
7/11/2020,ES,Spain,EURO,99,84.5,70,825,259274,2,29989
7/12/2020,ES,Spain,EURO,93,80.8,73,1113,260387,3,29992
7/13/2020,ES,Spain,EURO,95,80.4,63,607,260994,4,29996
7/14/2020,ES,Spain,EURO,93,79.8,68,377,261371,2,29998
7/15/2020,ES,Spain,EURO,93,78.5,64,840,262211,1,29999
7/16/2020,ES,Spain,EURO,97,81.4,64,1235,263446,2,30001
7/17/2020,ES,Spain,EURO,97,83.4,70,1520,264966,5,30006
7/18/2020,ES,Spain,EURO,99,81.3,63,1564,266530,0,30006
7/19/2020,ES,Spain,EURO,100,84,66,2029,268559,2,30008
7/20/2020,ES,Spain,EURO,100,84.3,66,1482,270041,2,30010
7/21/2020,ES,Spain,EURO,97,85.1,70,1149,271190,4,30014
7/22/2020,ES,Spain,EURO,93,80.7,66,1560,272750,3,30017
7/23/2020,ES,Spain,EURO,100,84.9,66,2311,275061,4,30021
7/24/2020,ES,Spain,EURO,100,86.8,70,2317,277378,2,30023
7/25/2020,ES,Spain,EURO,100,86.3,72,2341,279719,1,30024
7/26/2020,ES,Spain,EURO,104,87.5,68,2810,282529,5,30029
7/27/2020,ES,Spain,EURO,108,90.1,72,1709,284238,6,30035
7/28/2020,ES,Spain,EURO,99,89.3,75,1386,285624,7,30042
7/29/2020,ES,Spain,EURO,102,87.8,72,2034,287658,7,30049
7/30/2020,ES,Spain,EURO,106,90.3,75,2889,290547,11,30060
7/31/2020,ES,Spain,EURO,102,87.4,68,3113,293660,5,30065
8/1/2020,ES,Spain,EURO,102,87,66,3366,297026,8,30073
8/2/2020,ES,Spain,EURO,99,83.4,68,3804,300830,11,30084
8/3/2020,ES,Spain,EURO,91,79.3,66,2984,303814,6,30090
8/4/2020,ES,Spain,EURO,93,78.9,64,1819,305633,11,30101
8/5/2020,ES,Spain,EURO,97,82.8,66,2675,308308,10,30111
8/6/2020,ES,Spain,EURO,100,86.8,72,4342,312650,12,30123
8/7/2020,ES,Spain,EURO,102,89.2,73,4209,316859,10,30133
8/8/2020,ES,Spain,EURO,99,87.6,73,4755,321614,23,30156
8/9/2020,ES,Spain,EURO,102,87.5,72,5558,327172,18,30174
8/10/2020,ES,Spain,EURO,91,82.8,75,3490,330662,29,30203
8/11/2020,ES,Spain,EURO,81,70.2,61,2592,333254,14,30217
8/12/2020,ES,Spain,EURO,82,70.1,57,3794,337048,21,30238
8/13/2020,ES,Spain,EURO,88,74.7,61,5931,342979,27,30265
8/14/2020,ES,Spain,EURO,91,78.2,63,6306,349285,23,30288
8/15/2020,ES,Spain,EURO,86,77.2,63,6897,356182,21,30309
8/16/2020,ES,Spain,EURO,84,72.8,57,8231,364413,31,30340
8/17/2020,ES,Spain,EURO,86,73.2,57,4736,369149,28,30368
8/18/2020,ES,Spain,EURO,90,77.8,64,3253,372402,20,30388
8/19/2020,ES,Spain,EURO,93,79.3,63,4914,377316,30,30418
8/20/2020,ES,Spain,EURO,95,78.5,59,8352,385668,35,30453
8/21/2020,ES,Spain,EURO,91,80.5,68,8571,394239,41,30494
8/22/2020,ES,Spain,EURO,93,80.5,66,8934,403173,35,30529
8/23/2020,ES,Spain,EURO,93,80.6,68,10401,413574,37,30566
8/24/2020,ES,Spain,EURO,95,80.3,66,5956,419530,38,30604
8/25/2020,ES,Spain,EURO,97,81.8,64,4231,423761,48,30652
8/26/2020,ES,Spain,EURO,100,82.8,64,5939,429700,49,30701
8/27/2020,ES,Spain,EURO,100,84.3,66,10171,439871,36,30737
8/28/2020,ES,Spain,EURO,91,80.7,66,10222,450093,46,30783
8/29/2020,ES,Spain,EURO,75,67.4,59,10145,460238,43,30826
8/30/2020,ES,Spain,EURO,73,63.1,50,11809,472047,61,30887
8/31/2020,ES,Spain,EURO,79,65.3,50,6758,478805,43,30930
9/1/2020,ES,Spain,EURO,84,67.8,55,5107,483912,51,30981
9/2/2020,ES,Spain,EURO,86,72.7,61,6534,490446,60,31041
9/3/2020,ES,Spain,EURO,90,74.3,57,10309,500755,64,31105
9/4/2020,ES,Spain,EURO,91,76.1,61,10482,511237,73,31178
9/5/2020,ES,Spain,EURO,93,76.7,59,10709,521946,65,31243
9/6/2020,ES,Spain,EURO,93,78.8,61,12865,534811,68,31311
9/7/2020,ES,Spain,EURO,82,70.1,57,7763,542574,58,31369
9/8/2020,ES,Spain,EURO,81,67.8,55,5419,547993,57,31426
9/9/2020,ES,Spain,EURO,84,70.3,54,6945,554938,74,31500
9/10/2020,ES,Spain,EURO,88,75.2,61,11735,566673,80,31580
9/11/2020,ES,Spain,EURO,91,76.7,61,12562,579235,85,31665
9/12/2020,ES,Spain,EURO,91,77,61,12855,592090,83,31748
9/13/2020,ES,Spain,EURO,91,78,64,14108,606198,88,31836
9/14/2020,ES,Spain,EURO,88,77,63,8082,614280,98,31934
9/15/2020,ES,Spain,EURO,84,74.6,64,6324,620604,99,32033
9/16/2020,ES,Spain,EURO,88,74.5,61,8000,628604,95,32128
9/17/2020,ES,Spain,EURO,81,72.3,64,13737,642341,120,32248
9/18/2020,ES,Spain,EURO,70,64.3,59,13783,656124,102,32350
9/19/2020,ES,Spain,EURO,68,63,57,13617,669741,113,32463
9/20/2020,ES,Spain,EURO,73,65.7,61,16527,686268,104,32567
9/21/2020,ES,Spain,EURO,77,64.4,55,8175,694443,112,32679
9/22/2020,ES,Spain,EURO,77,65.8,54,5779,700222,92,32771
9/23/2020,ES,Spain,EURO,77,68.5,61,8002,708224,119,32890
9/24/2020,ES,Spain,EURO,73,67.3,63,12663,720887,119,33009
9/25/2020,ES,Spain,EURO,68,60.9,55,12566,733453,107,33116
9/26/2020,ES,Spain,EURO,72,59.5,46,12475,745928,111,33227
9/27/2020,ES,Spain,EURO,72,63.6,55,13392,759320,119,33346
9/28/2020,ES,Spain,EURO,75,58.3,43,7597,766917,104,33450
9/29/2020,ES,Spain,EURO,79,62.6,48,4989,771906,110,33560
9/30/2020,ES,Spain,EURO,81,64.2,48,6971,778877,138,33698
10/1/2020,ES,Spain,EURO,73,64.3,52,11181,790058,131,33829
10/2/2020,ES,Spain,EURO,63,57.6,52,11059,801117,141,33970
10/3/2020,ES,Spain,EURO,64,55.8,48,10401,811518,119,34089
10/4/2020,ES,Spain,EURO,66,57.1,46,12053,823571,131,34220
10/5/2020,ES,Spain,EURO,68,59.1,50,6508,830079,92,34312
10/6/2020,ES,Spain,EURO,79,61.5,45,4930,835009,80,34392
10/7/2020,ES,Spain,EURO,79,63.7,48,8749,843758,126,34518
10/8/2020,ES,Spain,EURO,79,63.4,52,12072,855830,122,34640
10/9/2020,ES,Spain,EURO,81,64.1,48,12227,868057,130,34770
10/10/2020,ES,Spain,EURO,75,62.6,50,13684,881741,124,34894
10/11/2020,ES,Spain,EURO,66,55.8,46,14522,896263,129,35023
10/12/2020,ES,Spain,EURO,66,55.6,48,8449,904712,109,35132
10/13/2020,ES,Spain,EURO,73,58.5,43,6497,911209,102,35234
10/14/2020,ES,Spain,EURO,63,57.3,50,6026,917235,108,35342
10/15/2020,ES,Spain,EURO,63,52.3,43,12148,929383,129,35471
10/16/2020,ES,Spain,EURO,61,48.4,36,16178,945561,123,35594
10/17/2020,ES,Spain,EURO,66,48.9,34,17254,962815,127,35721
10/18/2020,ES,Spain,EURO,72,53,37,17993,980808,119,35840
10/19/2020,ES,Spain,EURO,73,57.9,41,11760,992568,107,35947
10/20/2020,ES,Spain,EURO,68,60.2,54,8089,1000657,119,36066
10/21/2020,ES,Spain,EURO,64,59.6,57,15368,1016025,141,36207
10/22/2020,ES,Spain,EURO,63,57.9,54,20437,1036462,152,36359
10/23/2020,ES,Spain,EURO,59,53.3,46,22655,1059117,140,36499
10/24/2020,ES,Spain,EURO,61,50.1,41,23101,1082218,172,36671
10/25/2020,ES,Spain,EURO,61,52.6,45,24381,1106599,163,36834
10/26/2020,ES,Spain,EURO,55,50.5,46,15047,1121646,145,36979
10/27/2020,ES,Spain,EURO,61,51.7,41,10960,1132606,152,37131
